State,ZipCode,Tax Name,StateRate,EstimatedCombinedRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
FL,33034,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33035,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33039,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33090,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33092,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,34446,CITRUS,0.06,0.06,0,0,0,1
FL,34448,CITRUS,0.06,0.06,0,0,0,1
FL,34487,CITRUS,0.06,0.06,0,0,0,1
FL,34447,CITRUS,0.06,0.06,0,0,0,1
FL,32648,DIXIE,0.06,0.07,0.01,0,0,1
FL,32334,LIBERTY,0.06,0.075,0.015,0,0,1
FL,34737,LAKE,0.06,0.07,0.01,0,0,1
FL,34667,PASCO,0.06,0.07,0.01,0,0,1
FL,34669,PASCO,0.06,0.07,0.01,0,0,1
FL,34674,PASCO,0.06,0.07,0.01,0,0,1
FL,32544,OKALOOSA,0.06,0.06,0,0,0,1
FL,34142,COLLIER,0.06,0.06,0,0,0,1
FL,34143,COLLIER,0.06,0.06,0,0,0,1
FL,32903,BREVARD,0.06,0.065,0.005,0,0,1
FL,33855,POLK,0.06,0.07,0.01,0,0,1
FL,33785,PINELLAS,0.06,0.07,0.01,0,0,1
FL,34956,MARTIN,0.06,0.06,0,0,0,1
FL,34449,LEVY,0.06,0.07,0.01,0,0,1
FL,33848,OSCEOLA,0.06,0.07,0.01,0,0,1
FL,32148,PUTNAM,0.06,0.07,0.01,0,0,1
FL,34450,CITRUS,0.06,0.06,0,0,0,1
FL,34451,CITRUS,0.06,0.06,0,0,0,1
FL,34452,CITRUS,0.06,0.06,0,0,0,1
FL,34453,CITRUS,0.06,0.06,0,0,0,1
FL,33036,MONROE,0.06,0.075,0.015,0,0,1
FL,32654,ALACHUA,0.06,0.06,0,0,0,1
FL,34636,HERNANDO,0.06,0.065,0.005,0,0,1
FL,32099,DUVAL,0.06,0.07,0.01,0,0,1
FL,32201,DUVAL,0.06,0.07,0.01,0,0,1
FL,32202,DUVAL,0.06,0.07,0.01,0,0,1
FL,32203,DUVAL,0.06,0.07,0.01,0,0,1
FL,32204,DUVAL,0.06,0.07,0.01,0,0,1
FL,32205,DUVAL,0.06,0.07,0.01,0,0,1
FL,32206,DUVAL,0.06,0.07,0.01,0,0,1
FL,32207,DUVAL,0.06,0.07,0.01,0,0,1
FL,32208,DUVAL,0.06,0.07,0.01,0,0,1
FL,32209,DUVAL,0.06,0.07,0.01,0,0,1
FL,32210,DUVAL,0.06,0.07,0.01,0,0,1
FL,32211,DUVAL,0.06,0.07,0.01,0,0,1
FL,32212,DUVAL,0.06,0.07,0.01,0,0,1
FL,32214,DUVAL,0.06,0.07,0.01,0,0,1
FL,32215,DUVAL,0.06,0.07,0.01,0,0,1
FL,32216,DUVAL,0.06,0.07,0.01,0,0,1
FL,32217,DUVAL,0.06,0.07,0.01,0,0,1
FL,32218,DUVAL,0.06,0.07,0.01,0,0,1
FL,32219,DUVAL,0.06,0.07,0.01,0,0,1
FL,32220,DUVAL,0.06,0.07,0.01,0,0,1
FL,32221,DUVAL,0.06,0.07,0.01,0,0,1
FL,32222,DUVAL,0.06,0.07,0.01,0,0,1
FL,32223,DUVAL,0.06,0.07,0.01,0,0,1
FL,32224,DUVAL,0.06,0.07,0.01,0,0,1
FL,32225,DUVAL,0.06,0.07,0.01,0,0,1
FL,32226,DUVAL,0.06,0.07,0.01,0,0,1
FL,32227,DUVAL,0.06,0.07,0.01,0,0,1
FL,32228,DUVAL,0.06,0.07,0.01,0,0,1
FL,32229,DUVAL,0.06,0.07,0.01,0,0,1
FL,32230,DUVAL,0.06,0.07,0.01,0,0,1
FL,32231,DUVAL,0.06,0.07,0.01,0,0,1
FL,32232,DUVAL,0.06,0.07,0.01,0,0,1
FL,32234,DUVAL,0.06,0.07,0.01,0,0,1
FL,32235,DUVAL,0.06,0.07,0.01,0,0,1
FL,32236,DUVAL,0.06,0.07,0.01,0,0,1
FL,32237,DUVAL,0.06,0.07,0.01,0,0,1
FL,32238,DUVAL,0.06,0.07,0.01,0,0,1
FL,32239,DUVAL,0.06,0.07,0.01,0,0,1
FL,32241,DUVAL,0.06,0.07,0.01,0,0,1
FL,32244,DUVAL,0.06,0.07,0.01,0,0,1
FL,32245,DUVAL,0.06,0.07,0.01,0,0,1
FL,32246,DUVAL,0.06,0.07,0.01,0,0,1
FL,32247,DUVAL,0.06,0.07,0.01,0,0,1
FL,32254,DUVAL,0.06,0.07,0.01,0,0,1
FL,32255,DUVAL,0.06,0.07,0.01,0,0,1
FL,32256,DUVAL,0.06,0.07,0.01,0,0,1
FL,32257,DUVAL,0.06,0.07,0.01,0,0,1
FL,32258,DUVAL,0.06,0.07,0.01,0,0,1
FL,32267,DUVAL,0.06,0.07,0.01,0,0,1
FL,32277,DUVAL,0.06,0.07,0.01,0,0,1
FL,32290,DUVAL,0.06,0.07,0.01,0,0,1
FL,32260,ST JOHNS,0.06,0.065,0.005,0,0,1
FL,32240,DUVAL,0.06,0.07,0.01,0,0,1
FL,32250,DUVAL,0.06,0.07,0.01,0,0,1
FL,32052,HAMILTON,0.06,0.07,0.01,0,0,1
FL,32565,SANTA ROSA,0.06,0.065,0.005,0,0,1
FL,32053,HAMILTON,0.06,0.07,0.01,0,0,1
FL,34957,MARTIN,0.06,0.06,0,0,0,1
FL,34958,MARTIN,0.06,0.06,0,0,0,1
FL,33458,PALM BEACH,0.06,0.06,0,0,0,1
FL,33468,PALM BEACH,0.06,0.06,0,0,0,1
FL,33469,PALM BEACH,0.06,0.06,0,0,0,1
FL,33477,PALM BEACH,0.06,0.06,0,0,0,1
FL,33478,PALM BEACH,0.06,0.06,0,0,0,1
FL,33849,POLK,0.06,0.07,0.01,0,0,1
FL,34739,OSCEOLA,0.06,0.07,0.01,0,0,1
FL,33149,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33051,MONROE,0.06,0.075,0.015,0,0,1
FL,33037,MONROE,0.06,0.075,0.015,0,0,1
FL,33040,MONROE,0.06,0.075,0.015,0,0,1
FL,33041,MONROE,0.06,0.075,0.015,0,0,1
FL,33045,MONROE,0.06,0.075,0.015,0,0,1
FL,32656,CLAY,0.06,0.07,0.01,0,0,1
FL,34740,ORANGE,0.06,0.065,0.005,0,0,1
FL,34741,OSCEOLA,0.06,0.07,0.01,0,0,1
FL,34742,OSCEOLA,0.06,0.07,0.01,0,0,1
FL,34743,OSCEOLA,0.06,0.07,0.01,0,0,1
FL,34744,OSCEOLA,0.06,0.07,0.01,0,0,1
FL,34745,OSCEOLA,0.06,0.07,0.01,0,0,1
FL,34746,OSCEOLA,0.06,0.07,0.01,0,0,1
FL,34747,OSCEOLA,0.06,0.07,0.01,0,0,1
FL,34758,OSCEOLA,0.06,0.07,0.01,0,0,1
FL,34759,POLK,0.06,0.07,0.01,0,0,1
FL,32658,ALACHUA,0.06,0.06,0,0,0,1
FL,33935,HENDRY,0.06,0.07,0.01,0,0,1
FL,33975,HENDRY,0.06,0.07,0.01,0,0,1
FL,33537,PASCO,0.06,0.07,0.01,0,0,1
FL,32158,LAKE,0.06,0.07,0.01,0,0,1
FL,32159,LAKE,0.06,0.07,0.01,0,0,1
FL,32162,SUMTER,0.06,0.07,0.01,0,0,1
FL,33850,POLK,0.06,0.07,0.01,0,0,1
FL,32054,UNION,0.06,0.07,0.01,0,0,1
FL,32024,COLUMBIA,0.06,0.07,0.01,0,0,1
FL,32025,COLUMBIA,0.06,0.07,0.01,0,0,1
FL,32055,COLUMBIA,0.06,0.07,0.01,0,0,1
FL,32056,COLUMBIA,0.06,0.07,0.01,0,0,1
FL,32157,PUTNAM,0.06,0.07,0.01,0,0,1
FL,32160,CLAY,0.06,0.07,0.01,0,0,1
FL,33851,POLK,0.06,0.07,0.01,0,0,1
FL,33459,PALM BEACH,0.06,0.06,0,0,0,1
FL,32744,VOLUSIA,0.06,0.065,0.005,0,0,1
FL,32746,SEMINOLE,0.06,0.07,0.01,0,0,1
FL,32795,SEMINOLE,0.06,0.07,0.01,0,0,1
FL,32747,SEMINOLE,0.06,0.07,0.01,0,0,1
FL,33538,SUMTER,0.06,0.07,0.01,0,0,1
FL,33852,HIGHLANDS,0.06,0.07,0.01,0,0,1
FL,33862,HIGHLANDS,0.06,0.07,0.01,0,0,1
FL,33853,POLK,0.06,0.07,0.01,0,0,1
FL,33859,POLK,0.06,0.07,0.01,0,0,1
FL,33898,POLK,0.06,0.07,0.01,0,0,1
FL,33454,PALM BEACH,0.06,0.06,0,0,0,1
FL,33460,PALM BEACH,0.06,0.06,0,0,0,1
FL,33461,PALM BEACH,0.06,0.06,0,0,0,1
FL,33462,PALM BEACH,0.06,0.06,0,0,0,1
FL,33463,PALM BEACH,0.06,0.06,0,0,0,1
FL,33465,PALM BEACH,0.06,0.06,0,0,0,1
FL,33466,PALM BEACH,0.06,0.06,0,0,0,1
FL,33467,PALM BEACH,0.06,0.06,0,0,0,1
FL,33801,POLK,0.06,0.07,0.01,0,0,1
FL,33802,POLK,0.06,0.07,0.01,0,0,1
FL,33803,POLK,0.06,0.07,0.01,0,0,1
FL,33804,POLK,0.06,0.07,0.01,0,0,1
FL,33805,POLK,0.06,0.07,0.01,0,0,1
FL,33806,POLK,0.06,0.07,0.01,0,0,1
FL,33807,POLK,0.06,0.07,0.01,0,0,1
FL,33809,POLK,0.06,0.07,0.01,0,0,1
FL,33810,POLK,0.06,0.07,0.01,0,0,1
FL,33811,POLK,0.06,0.07,0.01,0,0,1
FL,33812,POLK,0.06,0.07,0.01,0,0,1
FL,33813,POLK,0.06,0.07,0.01,0,0,1
FL,33815,POLK,0.06,0.07,0.01,0,0,1
FL,32336,JEFFERSON,0.06,0.07,0.01,0,0,1
FL,32323,FRANKLIN,0.06,0.07,0.01,0,0,1
FL,34637,PASCO,0.06,0.07,0.01,0,0,1
FL,34638,PASCO,0.06,0.07,0.01,0,0,1
FL,34639,PASCO,0.06,0.07,0.01,0,0,1
FL,33770,PINELLAS,0.06,0.07,0.01,0,0,1
FL,33771,PINELLAS,0.06,0.07,0.01,0,0,1
FL,33773,PINELLAS,0.06,0.07,0.01,0,0,1
FL,33774,PINELLAS,0.06,0.07,0.01,0,0,1
FL,33778,PINELLAS,0.06,0.07,0.01,0,0,1
FL,33779,PINELLAS,0.06,0.07,0.01,0,0,1
FL,34272,SARASOTA,0.06,0.07,0.01,0,0,1
FL,32567,OKALOOSA,0.06,0.06,0,0,0,1
FL,32058,BRADFORD,0.06,0.07,0.01,0,0,1
FL,34460,CITRUS,0.06,0.06,0,0,0,1
FL,34461,CITRUS,0.06,0.06,0,0,0,1
FL,32059,MADISON,0.06,0.075,0.015,0,0,1
FL,34748,LAKE,0.06,0.07,0.01,0,0,1
FL,34749,LAKE,0.06,0.07,0.01,0,0,1
FL,34788,LAKE,0.06,0.07,0.01,0,0,1
FL,34789,LAKE,0.06,0.07,0.01,0,0,1
FL,33936,LEE,0.06,0.06,0,0,0,1
FL,33970,LEE,0.06,0.06,0,0,0,1
FL,33971,LEE,0.06,0.06,0,0,0,1
FL,33972,LEE,0.06,0.06,0,0,0,1
FL,33547,HILLSBOROUGH,0.06,0.07,0.01,0,0,1
FL,32060,SUWANNEE,0.06,0.07,0.01,0,0,1
FL,32064,SUWANNEE,0.06,0.07,0.01,0,0,1
FL,32337,JEFFERSON,0.06,0.07,0.01,0,0,1
FL,32662,ALACHUA,0.06,0.06,0,0,0,1
FL,33001,MONROE,0.06,0.075,0.015,0,0,1
FL,34228,MANATEE,0.06,0.065,0.005,0,0,1
FL,32750,SEMINOLE,0.06,0.07,0.01,0,0,1
FL,32752,SEMINOLE,0.06,0.07,0.01,0,0,1
FL,32779,SEMINOLE,0.06,0.07,0.01,0,0,1
FL,32791,SEMINOLE,0.06,0.07,0.01,0,0,1
FL,33857,HIGHLANDS,0.06,0.07,0.01,0,0,1
FL,33858,POLK,0.06,0.07,0.01,0,0,1
FL,32663,MARION,0.06,0.06,0,0,0,1
FL,33470,PALM BEACH,0.06,0.06,0,0,0,1
FL,32061,COLUMBIA,0.06,0.07,0.01,0,0,1
FL,33548,HILLSBOROUGH,0.06,0.07,0.01,0,0,1
FL,33549,HILLSBOROUGH,0.06,0.07,0.01,0,0,1
FL,33558,HILLSBOROUGH,0.06,0.07,0.01,0,0,1
FL,33559,HILLSBOROUGH,0.06,0.07,0.01,0,0,1
FL,32444,BAY,0.06,0.065,0.005,0,0,1
FL,32063,BAKER,0.06,0.07,0.01,0,0,1
FL,32340,MADISON,0.06,0.075,0.015,0,0,1
FL,32341,MADISON,0.06,0.075,0.015,0,0,1
FL,32751,ORANGE,0.06,0.065,0.005,0,0,1
FL,32794,ORANGE,0.06,0.065,0.005,0,0,1
FL,32950,BREVARD,0.06,0.065,0.005,0,0,1
FL,32445,JACKSON,0.06,0.075,0.015,0,0,1
FL,33550,HILLSBOROUGH,0.06,0.07,0.01,0,0,1
FL,33050,MONROE,0.06,0.075,0.015,0,0,1
FL,33052,MONROE,0.06,0.075,0.015,0,0,1
FL,34145,COLLIER,0.06,0.06,0,0,0,1
FL,34146,COLLIER,0.06,0.06,0,0,0,1
FL,32446,JACKSON,0.06,0.075,0.015,0,0,1
FL,32447,JACKSON,0.06,0.075,0.015,0,0,1
FL,32448,JACKSON,0.06,0.075,0.015,0,0,1
FL,32569,OKALOOSA,0.06,0.06,0,0,0,1
FL,34753,LAKE,0.06,0.07,0.01,0,0,1
FL,32066,LAFAYETTE,0.06,0.07,0.01,0,0,1
FL,32062,SUWANNEE,0.06,0.07,0.01,0,0,1
FL,32568,ESCAMBIA,0.06,0.075,0.015,0,0,1
FL,32664,MARION,0.06,0.06,0,0,0,1
FL,32901,BREVARD,0.06,0.065,0.005,0,0,1
FL,32902,BREVARD,0.06,0.065,0.005,0,0,1
FL,32904,BREVARD,0.06,0.065,0.005,0,0,1
FL,32912,BREVARD,0.06,0.065,0.005,0,0,1
FL,32919,BREVARD,0.06,0.065,0.005,0,0,1
FL,32934,BREVARD,0.06,0.065,0.005,0,0,1
FL,32935,BREVARD,0.06,0.065,0.005,0,0,1
FL,32936,BREVARD,0.06,0.065,0.005,0,0,1
FL,32940,BREVARD,0.06,0.065,0.005,0,0,1
FL,32941,BREVARD,0.06,0.065,0.005,0,0,1
FL,32951,BREVARD,0.06,0.065,0.005,0,0,1
FL,32666,PUTNAM,0.06,0.07,0.01,0,0,1
FL,32952,BREVARD,0.06,0.065,0.005,0,0,1
FL,32953,BREVARD,0.06,0.065,0.005,0,0,1
FL,32954,BREVARD,0.06,0.065,0.005,0,0,1
FL,32410,BAY,0.06,0.065,0.005,0,0,1
FL,33101,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33102,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33107,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33110,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33111,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33112,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33114,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33116,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33121,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33122,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33124,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33125,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33126,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33127,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33128,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33129,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33130,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33131,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33132,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33133,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33134,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33135,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33136,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33137,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33138,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33142,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33143,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33144,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33145,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33146,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33147,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33148,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33150,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33151,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33152,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33153,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33155,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33156,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33157,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33158,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33159,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33161,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33162,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33163,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33164,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33165,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33166,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33167,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33168,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33169,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33170,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33172,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33173,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33174,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33175,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33176,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33177,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33178,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33179,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33180,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33181,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33182,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33183,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33184,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33185,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33186,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33187,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33188,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33189,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33190,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33193,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33194,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33195,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33196,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33197,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33199,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33231,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33233,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33234,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33238,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33242,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33243,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33245,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33247,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33255,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33256,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33257,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33261,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33265,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33266,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33269,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33280,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33283,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33296,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33299,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33109,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33119,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33139,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33140,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33141,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33154,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33239,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,32667,ALACHUA,0.06,0.06,0,0,0,1
FL,32745,SEMINOLE,0.06,0.07,0.01,0,0,1
FL,32799,SEMINOLE,0.06,0.07,0.01,0,0,1
FL,32050,CLAY,0.06,0.07,0.01,0,0,1
FL,32068,CLAY,0.06,0.07,0.01,0,0,1
FL,32343,GADSDEN,0.06,0.075,0.015,0,0,1
FL,32537,OKALOOSA,0.06,0.06,0,0,0,1
FL,32570,SANTA ROSA,0.06,0.065,0.005,0,0,1
FL,32571,SANTA ROSA,0.06,0.065,0.005,0,0,1
FL,32572,SANTA ROSA,0.06,0.065,0.005,0,0,1
FL,32583,SANTA ROSA,0.06,0.065,0.005,0,0,1
FL,32754,BREVARD,0.06,0.065,0.005,0,0,1
FL,34755,LAKE,0.06,0.07,0.01,0,0,1
FL,32550,WALTON,0.06,0.07,0.01,0,0,1
FL,32577,ESCAMBIA,0.06,0.075,0.015,0,0,1
FL,32344,JEFFERSON,0.06,0.07,0.01,0,0,1
FL,32345,JEFFERSON,0.06,0.07,0.01,0,0,1
FL,34756,LAKE,0.06,0.07,0.01,0,0,1
FL,33471,GLADES,0.06,0.07,0.01,0,0,1
FL,32668,LEVY,0.06,0.07,0.01,0,0,1
FL,32434,WALTON,0.06,0.07,0.01,0,0,1
FL,32756,LAKE,0.06,0.07,0.01,0,0,1
FL,32757,LAKE,0.06,0.07,0.01,0,0,1
FL,33860,POLK,0.06,0.07,0.01,0,0,1
FL,33938,CHARLOTTE,0.06,0.07,0.01,0,0,1
FL,34251,MANATEE,0.06,0.065,0.005,0,0,1
FL,33856,POLK,0.06,0.07,0.01,0,0,1
FL,34101,COLLIER,0.06,0.06,0,0,0,1
FL,34102,COLLIER,0.06,0.06,0,0,0,1
FL,34103,COLLIER,0.06,0.06,0,0,0,1
FL,34104,COLLIER,0.06,0.06,0,0,0,1
FL,34105,COLLIER,0.06,0.06,0,0,0,1
FL,34106,COLLIER,0.06,0.06,0,0,0,1
FL,34108,COLLIER,0.06,0.06,0,0,0,1
FL,34109,COLLIER,0.06,0.06,0,0,0,1
FL,34110,COLLIER,0.06,0.06,0,0,0,1
FL,34112,COLLIER,0.06,0.06,0,0,0,1
FL,34113,COLLIER,0.06,0.06,0,0,0,1
FL,34114,COLLIER,0.06,0.06,0,0,0,1
FL,34116,COLLIER,0.06,0.06,0,0,0,1
FL,34117,COLLIER,0.06,0.06,0,0,0,1
FL,34119,COLLIER,0.06,0.06,0,0,0,1
FL,34120,COLLIER,0.06,0.06,0,0,0,1
FL,32566,SANTA ROSA,0.06,0.065,0.005,0,0,1
FL,32266,DUVAL,0.06,0.07,0.01,0,0,1
FL,34652,PASCO,0.06,0.07,0.01,0,0,1
FL,34653,PASCO,0.06,0.07,0.01,0,0,1
FL,34654,PASCO,0.06,0.07,0.01,0,0,1
FL,34655,PASCO,0.06,0.07,0.01,0,0,1
FL,34656,PASCO,0.06,0.07,0.01,0,0,1
FL,32168,VOLUSIA,0.06,0.065,0.005,0,0,1
FL,32169,VOLUSIA,0.06,0.065,0.005,0,0,1
FL,32170,VOLUSIA,0.06,0.065,0.005,0,0,1
FL,32669,ALACHUA,0.06,0.06,0,0,0,1
FL,32578,OKALOOSA,0.06,0.06,0,0,0,1
FL,32588,OKALOOSA,0.06,0.06,0,0,0,1
FL,33863,POLK,0.06,0.07,0.01,0,0,1
FL,34661,HERNANDO,0.06,0.065,0.005,0,0,1
FL,34268,DESOTO,0.06,0.075,0.015,0,0,1
FL,34274,SARASOTA,0.06,0.07,0.01,0,0,1
FL,34275,SARASOTA,0.06,0.07,0.01,0,0,1
FL,32452,HOLMES,0.06,0.07,0.01,0,0,1
FL,33903,LEE,0.06,0.06,0,0,0,1
FL,33917,LEE,0.06,0.06,0,0,0,1
FL,33918,LEE,0.06,0.06,0,0,0,1
FL,33160,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33408,PALM BEACH,0.06,0.06,0,0,0,1
FL,34286,SARASOTA,0.06,0.07,0.01,0,0,1
FL,34287,SARASOTA,0.06,0.07,0.01,0,0,1
FL,34288,SARASOTA,0.06,0.07,0.01,0,0,1
FL,34289,SARASOTA,0.06,0.07,0.01,0,0,1
FL,32071,SUWANNEE,0.06,0.07,0.01,0,0,1
FL,32759,VOLUSIA,0.06,0.065,0.005,0,0,1
FL,34760,ORANGE,0.06,0.065,0.005,0,0,1
FL,34470,MARION,0.06,0.06,0,0,0,1
FL,34471,MARION,0.06,0.06,0,0,0,1
FL,34472,MARION,0.06,0.06,0,0,0,1
FL,34473,MARION,0.06,0.06,0,0,0,1
FL,34474,MARION,0.06,0.06,0,0,0,1
FL,34475,MARION,0.06,0.06,0,0,0,1
FL,34476,MARION,0.06,0.06,0,0,0,1
FL,34477,MARION,0.06,0.06,0,0,0,1
FL,34478,MARION,0.06,0.06,0,0,0,1
FL,34479,MARION,0.06,0.06,0,0,0,1
FL,34480,MARION,0.06,0.06,0,0,0,1
FL,34481,MARION,0.06,0.06,0,0,0,1
FL,34482,MARION,0.06,0.06,0,0,0,1
FL,34483,MARION,0.06,0.06,0,0,0,1
FL,34141,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,32179,MARION,0.06,0.06,0,0,0,1
FL,32183,MARION,0.06,0.06,0,0,0,1
FL,34761,ORANGE,0.06,0.065,0.005,0,0,1
FL,33556,HILLSBOROUGH,0.06,0.07,0.01,0,0,1
FL,34762,LAKE,0.06,0.07,0.01,0,0,1
FL,34972,OKEECHOBEE,0.06,0.07,0.01,0,0,1
FL,34973,OKEECHOBEE,0.06,0.07,0.01,0,0,1
FL,34974,OKEECHOBEE,0.06,0.07,0.01,0,0,1
FL,32680,DIXIE,0.06,0.07,0.01,0,0,1
FL,34677,PINELLAS,0.06,0.07,0.01,0,0,1
FL,32072,BAKER,0.06,0.07,0.01,0,0,1
FL,33865,HARDEE,0.06,0.07,0.01,0,0,1
FL,34264,MANATEE,0.06,0.065,0.005,0,0,1
FL,33054,MIAMI-DADE,0.06,0.07,0.01,0,0,1
FL,33055,MIAMI-DADE,0.06,0.07,0.01,0,0,1
