State,ZipCode,TaxRegionName,StateRate,EstimatedCombinedRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
FL,33157,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33158,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33159,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33160,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33161,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33162,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33163,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33164,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33165,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33166,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33167,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33168,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33169,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33170,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33172,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33173,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33174,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33175,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33176,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33177,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33178,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33179,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33180,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33181,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33182,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33183,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33184,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33185,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33186,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33187,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33188,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33189,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33190,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33193,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33194,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33195,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33196,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33197,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33199,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33231,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33233,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33234,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33238,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33239,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33242,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33243,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33245,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33247,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33255,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33256,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33257,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33261,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33265,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33266,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33269,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33280,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33283,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33296,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33299,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34141,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33001,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,33036,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,33037,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,33040,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,33041,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,33042,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,33043,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,33045,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,33050,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,33051,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,33052,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,33070,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32009,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32011,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32034,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32035,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32041,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32046,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32097,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32531,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32536,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32537,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32539,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32540,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32541,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32542,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32544,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32547,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32548,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32549,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32564,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32567,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32569,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32578,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32579,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32580,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32588,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,34972,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34973,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34974,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32703,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32704,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32709,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32710,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32712,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32751,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32768,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32777,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32789,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32790,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32792,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32793,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32794,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32798,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32801,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32802,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32803,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32804,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32805,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32806,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32807,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32808,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32809,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32810,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32811,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32812,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32814,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32816,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32817,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32818,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32819,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32820,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32821,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32822,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32824,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32825,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32826,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32827,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32828,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32829,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32830,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32831,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32832,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32833,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32834,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32835,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32836,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32837,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32839,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32853,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32854,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32855,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32856,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32857,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32858,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32859,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32860,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32861,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32862,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32867,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32868,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32869,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32872,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32877,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32878,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32885,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32886,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32887,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32890,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32891,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32893,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32896,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32897,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32898,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34734,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34740,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34760,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34761,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34777,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34778,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34786,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34787,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,33848,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34739,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34741,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34742,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34743,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34744,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34745,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34746,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34747,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34758,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34769,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34770,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34771,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34772,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34773,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33401,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33402,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33403,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33404,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33405,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33406,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33407,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33408,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33409,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33410,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33411,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33412,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33413,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33414,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33415,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33416,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33417,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33418,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33419,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33420,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33421,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33422,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33424,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33425,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33426,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33427,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33428,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33429,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33430,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33431,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33432,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33433,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33434,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33435,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33436,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33437,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33438,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33439,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33444,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33445,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33446,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33447,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33448,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33454,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33458,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33459,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33460,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33461,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33462,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33463,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33464,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33465,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33466,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33467,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33468,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33469,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33470,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33474,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33476,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33477,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33478,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33480,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33481,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33482,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33483,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33484,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33486,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33487,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33488,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33493,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33496,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33497,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33498,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33499,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33523,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33524,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33525,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33526,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33537,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33539,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33540,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33541,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33542,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33543,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33544,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33574,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33576,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33593,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34610,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34637,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34638,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34639,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34652,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34653,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34654,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34655,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34656,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34667,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34668,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34669,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34673,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34674,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34679,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34680,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34690,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34691,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34692,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33701,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33702,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33703,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33704,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33705,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33706,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33707,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33708,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33709,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33710,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33711,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33712,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33713,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33714,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33715,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33716,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33729,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33730,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33731,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33732,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33733,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33734,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33736,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33737,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33738,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33740,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33741,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33742,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33743,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33744,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33747,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33755,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33756,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33757,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33758,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33759,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33760,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33761,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33762,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33763,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33764,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33765,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33766,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33767,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33769,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33770,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33771,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33772,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33773,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33774,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33775,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33776,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33777,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33778,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33779,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33780,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33781,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33782,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33784,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33785,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33786,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34660,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34677,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34681,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34682,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34683,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34684,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34685,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34688,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34689,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34695,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34697,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34698,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33801,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33802,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33803,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33804,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33805,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33806,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33807,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33809,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33810,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33811,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33812,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33813,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33815,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33820,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33823,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33827,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33830,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33831,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33835,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33836,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33837,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33838,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33839,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33840,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33841,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33843,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33844,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33845,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33846,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33847,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33849,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33850,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33851,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33853,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33854,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33855,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33856,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33858,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33859,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33860,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33863,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33867,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33868,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33877,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33880,Florida State and County,0.06,0.07000,0.01000,0,0,2
